administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,administrative_area_level_4,bus_station,co_cnes,country,establishment,floor,hospital,lat,lat_google,lng,lng_google,locality,location_type,neighborhood,political,postal_code,postal_code_suffix,premise,route,street_number,subpremise
São Paulo,Itápolis,,,,2079836.0,Brazil,,,SANTA CASA DE MISERICORDIA ITAPOLIS,-21.5941264,,-48.8053035,,,ROOFTOP,,Centro,14900-000,,,Rua Antônio Compagno,411,
São Paulo,Piracaia,,,,2079852.0,Brazil,,,SANTA CASA DE PIRACAIA,-23.0553578,,-46.3569,,,ROOFTOP,,Centro,12970-000,,,Avenida Doutor Cândido Rodrigues,120,
São Paulo,Suzano,,,,2079860.0,Brazil,,,SANTA CASA DE SUZANO,-23.5524383,,-46.3073924,,,ROOFTOP,,Vila Figueira,08676-000,,,Avenida Antônio Marques Figueira,1861,
São Paulo,Taquarituba,,,,2079879.0,Brazil,,,SANTA CASA DE TAQUARITUBA,-23.5394091,,-49.2453762,,,ROOFTOP,,Centro,18740-000,,,Rua Marechal Floriano Peixoto,95,
São Paulo,Jales,,,,2079895.0,Brazil,,,SANTA CASA DE MISERICORDIA DE JALES,-20.2708698,,-50.552629100000004,,,ROOFTOP,,Centro,15700-082,,,Avenida João Amadeu,2049,
São Paulo,Pirangi,,,,2079909.0,Brazil,,,HOSPITAL BENEFICENTE JOSE PIRONDI DE PIRANGI,-21.0970778,,-48.670578799999994,,,ROOFTOP,,Centro,15820-000,,,Av. Carmem Lúcia Giglio Girade,1901,
São Paulo,Louveira,,,,2079917.0,Brazil,,,SANTA CASA DE LOUVEIRA,-23.0925956,,-46.95175649999999,,,ROOFTOP,,Jardim Vera Cruz,13290-000,,,Avenida Arthur de Souza Sygel,500,
São Paulo,Porto Feliz,,,,2079925.0,Brazil,,,SANTA CASA DE PORTO FELIZ,-23.2039775,,-47.52501849999999,,,ROOFTOP,,Centro,18540-000,,,Rua Olavo Assumpção Fleury,101,
São Paulo,Urânia,,,,2079968.0,Brazil,,,SANTA CASA DE URANIA,-20.2525471,,-50.6428814,,,ROOFTOP,,Nossa Senhora de Fátima,15760-000,,,Rua da Glória,218,
São Paulo,Laranjal Paulista,,,,2079976.0,Brazil,,,SANTA CASA DE LARANJAL PAULISTA,-23.055557699999998,,-47.832739600000004,,,ROOFTOP,,Centro,18500-000,,,Rua Gov.Pedro de Toledo,633,
São Paulo,Diadema,,,,2080028.0,Brazil,,,HOSPITAL MUNICIPAL DE DIADEMA HMD,-23.691791000000002,,-46.587013299999995,,,ROOFTOP,,Piraporinha,09951-310,,,Avenida Piraporinha,1682,
São Paulo,São Joaquim da Barra,,,,2080044.0,Brazil,,,SANTA CASA DE SAO JOAQUIM DA BARRA,-20.587038699999997,,-47.861917,,,ROOFTOP,,Centro,14600-000,,,Rua Piratininga,1221,
State of São Paulo,Santa Albertina,,,,2080060.0,Brazil,,,HOSPITAL SANTA TEREZA SANTA ALBERTINA,-20.0331759,,-50.727922899999996,,,APPROXIMATE,,,15750-000,,,,,
São Paulo,Ferraz de Vasconcelos,,,,2080079.0,Brazil,,,HOSPITAL DR OSIRIS FLORINDO COELHO FERRAZ DE VASCONCELOS,-23.538306600000002,,-46.3585119,,,ROOFTOP,,Vila Correa,,,,Rua Princesa Isabel,270,
São Paulo,Tietê,,,,2080087.0,Brazil,,,SANTA CASA DE MISERICORDIA DE TIETE,-23.106657000000002,,-47.7133799,,,ROOFTOP,,Centro,18530-000,,,Rua Tenente Gelás,1035,
São Paulo,José Bonifácio,,,,2080095.0,Brazil,,,SANTA CASA DE JOSE BONIFACIO,-21.055686899999998,,-49.6937303,,,ROOFTOP,,Bela Vista,15200-000,,,Rua Quinze de Novembro,s/n,
São Paulo,Populina,,,,2080109.0,Brazil,,,SANTA CASA DE POPULINA,-19.9428106,,-50.5335283,,,ROOFTOP,,Centro,15670-000,,,Rua Treze de Maio,1099,
São Paulo,Franca,,,,2080117.0,Brazil,,,HOSPITAL PSIQUIATRICO ALLAN KARDEC FRANCA SP,-20.5263109,,-47.3957711,,,ROOFTOP,,Cidade Nova,14401-080,,,Rua José Marquês García,675,
São Paulo,São Paulo,,,,2080125.0,Brazil,,,INST DO CANCER ARNALDO VIEIRA DE CARVALHO,-23.5426544,,-46.6505451,,,ROOFTOP,,Vila Buarque,01221-020,,,Rua Doutor Cesário Mota Júnior,112,
São Paulo,Ariranha,,,,2080141.0,Brazil,,,HOSPITAL JULIA RUETE ARIRANHA,-21.1888258,,-48.7849234,,,ROOFTOP,,Centro,15960-000,,,Rua Siqueira Campos,29,
São Paulo,Itu,,,,2080192.0,Brazil,,,HOSPITAL DR FRANCISCO RIBEIRO ARANTES ITU,-23.3819413,,-47.3373594,,,ROOFTOP,,Pirapitingui,13308-905,,,Rodovia Waldomiro Corrêa de Camargo,Km 63,
São Paulo,Caconde,,,,2080222.0,Brazil,,,SANTA CASA DE CACONDE,-21.532629,,-46.6445133,,,ROOFTOP,,Centro,13770-000,,,Rua Padre Ângelis,número 39,
São Paulo,Santo André,,,,2080273.0,Brazil,,,HOSPITAL ESTADUAL MARIO COVAS DE SANTO ANDRE,-23.6707824,,-46.5327805,,,ROOFTOP,,Paraíso,09190-615,,,Rua Doutor Henrique Calderazzo,321,
São Paulo,Herculândia,,,,2080281.0,Brazil,,,HOSPITAL SAO JOSE DE HERCULANDIA,-22.005746600000002,,-50.3878206,,,ROOFTOP,,,17650-000,,,Rua Dom Pedro II,162,
São Paulo,Guarulhos,,,,2080338.0,Brazil,,,HOSPITAL GERAL DE GUARULHOS PROF DR WALDEMAR DE CARVALHO,-23.4496563,,-46.495135100000006,,,ROOFTOP,,Parque Cecap,07190-012,,,Alameda dos Lírios,300,
São Paulo,São Paulo,,,,2080346.0,Brazil,,,HOSP MUN DR CARMINO CARICCHIO,-23.533184,,-46.5667126,,,ROOFTOP,,Tatuapé,03063-000,,,Avenida Celso Garcia,4815,
São Paulo,Indiaporã,,,,2080362.0,Brazil,,,CASA DE SAUDE DE INDIAPORA,-19.9792048,,-50.285108799999996,,,ROOFTOP,,Centro,15690-000,,,Rua Coleta Macedo de Oliveira,1000,
São Paulo,Pirajuí,,,,2080370.0,Brazil,,,SANTA CASA DE PIRAJUI,-21.997519699999998,,-49.458388,,,ROOFTOP,,Centro,16600-000,,,Avenida Rui Barbosa Lima,746,
São Paulo,Ribeirão Preto,,,,2080400.0,Brazil,,,HOSPITAL IMACULADA CONCEICAO RIBEIRAO PRETO,-21.1825854,,-47.815625299999994,,,ROOFTOP,,Centro,14010-090,,,Rua Tibiriçá,1172,
São Paulo,Guarulhos,,,,2080427.0,Brazil,,,HOSPITAL MUNICIPAL DA CRIANCA E DO ADOLESCENTE HMCA,-23.466867999999998,,-46.532231700000004,,,ROOFTOP,,Centro,07011-060,,,Rua José Maurício,191,
São Paulo,São Manuel,,,,2080443.0,Brazil,,,HOSPITAL DA CASA PIA SAO VICENTE DE PAULA,-22.7333215,,-48.570998700000004,,,ROOFTOP,,Centro,18650-000,,,Avenida Irmãs Cintra,468,
São Paulo,Ipuã,,,,2080451.0,Brazil,,,SANTA CASA DE IPUA,-20.436874,,-48.011498700000004,,,ROOFTOP,,Centro,14610-000,,,Rua Ferdinando Fratim,335,
São Paulo,Pedregulho,,,,2080478.0,Brazil,,,SANTA CASA DE MISERICORDIA DE PEDREGULHO,-20.258492,,-47.4768131,,,ROOFTOP,,,14470-000,,,Rua Tenente Salviano,125,
São Paulo,Americana,,,,2080486.0,Brazil,,,HOSPITAL INFANTIL ANDRE LUIZ,-22.7087211,,-47.3682179,,,GEOMETRIC_CENTER,,Jardim da paz,,,,,,
São Paulo,Álvares Machado,,,,2080508.0,Brazil,,,SANTA CASA DE ALVARES MACHADO,-22.0799813,,-51.47549420000001,,,ROOFTOP,,CENTRO,19160-000,,,Rua Monsenhor Nakamura,S/N,
São Paulo,Regente Feijó,,,,2080524.0,Brazil,,,HOSPITAL E MATERNIDADE REGIONAL REGENTE FEIJO,-22.218529800000002,,-51.304505799999994,,,ROOFTOP,,,19570-000,,,Rua Brigadeiro Tobias,300,
São Paulo,Presidente Prudente,,,,2080532.0,Brazil,,,SANTA CASA HOSP DR ARISTOTELES OLIVEIRA MARTINS PRES PRUDENT,-22.1294233,,-51.3925784,,,ROOFTOP,,Vila Euclides,19014-030,,,Rua Wenceslau Braz,5,
São Paulo,Aguaí,,,,2080567.0,Brazil,,,SANTA CASA DE AGUAI,-22.0632354,,-46.9763862,,,ROOFTOP,,Vila Bom Gosto,13860-000,,,Rua Alexandrino de Alençar,37,
São Paulo,São Paulo,,,,2080583.0,Brazil,,,HOSP MUN TIDE SETUBAL,-23.4971001,,-46.440024900000004,,,ROOFTOP,,Vila Doutor Eiras,08010-220,,,Rua Doutor José Guilherme Eiras,123,
São Paulo,Torrinha,,,,2080605.0,Brazil,,,HOSPITAL PADRE NICANOR MERINO TORRINHA,-22.423911999999998,,-48.1697863,,,ROOFTOP,,Centro,17360-000,,,Rua Ângelo Bortolai,126,
São Paulo,Pompéia,,,,2080621.0,Brazil,,,SANTA CASA POMPEIA,-22.1009815,,-50.17715150000001,,,ROOFTOP,,Slandria,17580-000,,,Rua Luís Selani Neto,345,
São Paulo,Jardinópolis,,,,2080648.0,Brazil,,,HOSPITAL SANTA CASA DE JARDINOPOLIS,-21.029685399999998,,-47.77874509999999,,,ROOFTOP,,Vila das Mangueiras,14680-000,,,Rua Antônio Elias Said,nº 100,
São Paulo,Tupã,,,,2080656.0,Brazil,,,INSTITUTO DE PSIQUIATRIA TUPA,-21.926104100000003,,-50.52835779999999,,,ROOFTOP,,Jardim Nossa Senhora de Fatima,17605-244,,,Rua São João,310,
São Paulo,Tupã,,,,2080664.0,Brazil,,,SANTA CASA DE TUPA,-21.923850899999998,,-50.5176852,,,ROOFTOP,,Vila Frias,17601-901,,,Rua Manoel Ferreira Damião,426,
São Paulo,Tupã,,,,2080672.0,Brazil,,,HOSPITAL SAO FRANCISCO TUPA,-21.9362517,,-50.5134506,,,ROOFTOP,,Centro,17600-010,,,Rua Coroados,776,
São Paulo,Mogi das Cruzes,,,,2080680.0,Brazil,,,HOSPITAL DAS CLINICAS LUZIA DE PINHO MELO MOGI DAS CRUZES,-23.510614,,-46.194708,,,ROOFTOP,,Vila Mogilar,08773-130,,,Rua Manuel de Oliveira,S/N,
São Paulo,São Vicente,,,,2080729.0,Brazil,,,HOSPITAL SAO JOSE SAO VICENTE,-23.965220000000002,,-46.3866457,,,ROOFTOP,,Centro,11310-061,,,Rua Frei Gaspar,790,
São Paulo,Gália,,,,2080737.0,Brazil,,,HOSPITAL SAO VICENTE DE GALIA,-22.2902883,,-49.55091609999999,,,ROOFTOP,,,17450-000,,,Rua Décio Silvério,321,
São Paulo,Santa Cruz das Palmeiras,,,,2080745.0,Brazil,,,SANTA CASA DE SANTA CRUZ DAS PALMEIRAS,-21.824901,,-47.2504323,,,ROOFTOP,,Centro,13650-000,,,Rua Monteiro de Barros,179,
São Paulo,São Paulo,,,,2080788.0,Brazil,,,HOSP MUN DOUTOR ALEXANDRE ZAIO,-23.5430315,,-46.5021074,,,ROOFTOP,,Vila Nhocuné,3558,,,Rua Alves Maldonado,128,
São Paulo,Itajobi,,,,2080826.0,Brazil,,,HOSPITAL SAO JOSE DE ITAJOBI,-21.318391100000003,,-49.0559248,,,ROOFTOP,,,15840-000,,,Rua Rio Branco,251,
São Paulo,Cândido Mota,,,,2080842.0,Brazil,Pq. Lorival,,SANTA CASA DE MISERICORDIA DE CANDIDO MOTA,-22.742831600000002,,-50.3839888,,,ROOFTOP,,,19880-000,,,Rua José Laurindo de Almeida,12,
São Paulo,Paulo de Faria,,,,2080869.0,Brazil,,,SANTA CASA DE PAULO DE FARIA,-20.029826500000002,,-49.401633700000005,,,ROOFTOP,,Centro,15490-000,,,Rua Zenha Ribeiro,958,
São Paulo,Pacaembu,,,,2080907.0,Brazil,,,SANTA CASA PACAEMBU,-21.5640714,,-51.25203639999999,,,GEOMETRIC_CENTER,,Monte Líbano,17860-000,,,,,
São Paulo,São Carlos,,,,2080931.0,Brazil,,,SANTA CASA DE SAO CARLOS,-22.0119659,,-47.90111479999999,,,ROOFTOP,,Jardim Pureza,13561-060,,,Rua Paulino Botelho de Abreu Sampaio,535,
São Paulo,Palmital,,,,2080958.0,Brazil,,,SANTA CASA DE MISERICORDIA DE PALMITAL,-22.791496300000002,,-50.2177119,,,ROOFTOP,,Paraná,19970-000,,,Alameda da Paz,80,
São Paulo,Estrela D'Oeste,,,,2080966.0,Brazil,,,SANTA CASA DE ESTRELA DOESTE,-20.2883924,,-50.3969518,,,ROOFTOP,,,15650-000,,,Avenida São Paulo,1207,
São Paulo,Clementina,,,,2080982.0,Brazil,,,HOSPITAL DE CLEMENTINA,-21.5568712,,-50.447365500000004,,,ROOFTOP,,Centro,16250-000,,,Rua Enzo Bruno Carramaschi,1,
São Paulo,Marília,,,,2080990.0,Brazil,,,HOSPITAL ESPIRITA DE MARILIA,-22.209902,,-49.958090999999996,,,ROOFTOP,,Alto Cafezal,17504-072,,,Rua Doutor Joaquim de Abreu Sampaio Vidal,470,
São Paulo,Paulínia,,,,2081059.0,Brazil,,,HOSPITAL MUNICIPAL DE PAULINIA,-22.769992499999997,,-47.149541,,,ROOFTOP,,Nova Paulínia,13140-000,,,Rua Miguel Vicente Cury,100,
São Paulo,Assis,,,,2081083.0,Brazil,,,SANTA CASA DE ASSIS,-22.6602689,,-50.409098,,,ROOFTOP,,Centro,19814-015,,,Praça Doutor Symphronio Alves dos Santos,166,
São Paulo,Itapira,,,,2081091.0,Brazil,,,HOSPITAL MUNICIPAL DE ITAPIRA,-22.431780399999997,,-46.82686820000001,,,ROOFTOP,,São Benedito,13976-010,,,Rua Reverendo Alfredo Guimarães,111,
São Paulo,Valparaíso,,,,2081105.0,Brazil,,,SANTA CASA DE VALPARAISO,-21.230772100000003,,-50.8618122,,,ROOFTOP,,,16880-000,,,Rua Bartolomeu Bueno,241,
São Paulo,Rio Claro,,,,2081113.0,Brazil,,,HOSPITAL SANTA FILOMENA DE RIO CLARO,-22.4096047,,-47.5615433,,,ROOFTOP,,Centro,13500-410,,,Avenida Dois,345,
São Paulo,Marília,,,,2081148.0,Brazil,,,HOSPITAL UNIVERSITARIO I DE MARILIA,-22.2381509,,-49.9665431,,,ROOFTOP,,Jardim Sao Gabriel,17525-160,,,Rua Doutor Próspero Cecílio Coimbra,80,
São Paulo,Ribeirão Preto,,,,2081164.0,Brazil,,,HOSPITAL SANTA LYDIA RIBEIRAO PRETO,-21.1703425,,-47.80287500000001,,,ROOFTOP,,Campos Elísios,14085-070,,,Rua Tamandaré,434,
São Paulo,Parapuã,,,,2081229.0,Brazil,,,SANTA CASA DE PARAPUA,-21.784735100000002,,-50.7919263,,,ROOFTOP,,Centro,17730-000,,,Rua Fortaleza,725,
São Paulo,Rinópolis,,,,2081237.0,Brazil,,,HOSPITAL SAO PAULO DE RINOPOLIS,-21.729762899999997,,-50.7264948,,,GEOMETRIC_CENTER,,,17740-000,,,Rua Francisco L Munhoz,,
São Paulo,Sud Mennucci,,,,2081245.0,Brazil,,,SANTA CASA DE SUD MENNUCCI,-20.6876922,,-50.92425480000001,,,ROOFTOP,,CENTRO,15360-000,,,Rua Maurício Alves de Lima,522,
São Paulo,Araras,,,,2081253.0,Brazil,,,HOSPITAL SAO LUIZ DE ARARAS,-22.3577875,,-47.3799921,,,ROOFTOP,,Centro,13600-690,,,Rua Doutor Armando Sales de Oliveira,110,
São Paulo,São Paulo,,,,2081261.0,Brazil,,,HOSPITAL SAO LUIZ,-23.590946399999996,,-46.703720600000004,,,ROOFTOP,,Jardim Guedala,05605-050,,,Rua Engenheiro Oscar Americano,840,
São Paulo,Cajobi,,,,2081296.0,Brazil,,,HOSPITAL JOAO DEPIERI DE CAJOBI,-20.8740022,,-48.8093733,,,ROOFTOP,,,15410-000,,,Rua Adélio Rosa,375,
São Paulo,Tremembé,,,,2081326.0,Brazil,,,HOSPITAL BOM JESUS DE TREMEMBE,-22.959395999999998,,-45.550024,,,ROOFTOP,,Centro,12120-000,,,Praça Padre Luiz Balmes,s/n,
São Paulo,Piraju,,,,2081350.0,Brazil,,,HOSPITAL DE PIRAJU,-23.196907,,-49.381288,,,ROOFTOP,,Centro,18800-000,,,Rua Sete de Setembro,818,
São Paulo,Votuporanga,,,,2081377.0,Brazil,,,SANTA CASA DE VOTUPORANGA,-20.4264509,,-49.9785552,,,ROOFTOP,,Cidade Nova,15500-003,,,Rua Minas Gerais,3051,
São Paulo,Tupi Paulista,,,,2081385.0,Brazil,,,SANTA CASA DE TUPI PAULISTA,-21.3934359,,-51.5743979,,,ROOFTOP,,Centro,17930-000,,,Rua Almirante Barroso,1436,
São Paulo,Serra Negra,,,,2081393.0,Brazil,,,HOSPITAL SANTA ROSA DE LIMA DE SERRA NEGRA,-22.6084843,,-46.70574269999999,,,ROOFTOP,,Centro,13930-000,,,Avenida Santos Pinto,351,
São Paulo,Jarinu,,,,2081407.0,Brazil,,,UNIDADE MISTA DE SAUDE DE JARINU MONSENHOR JACOB CONTI,-23.1103438,,-46.72515689999999,,,ROOFTOP,,Fim do Campo,13240-000,,,Avenida Ernesto de Moraes,655,
São Paulo,Lucélia,,,,2081431.0,Brazil,,,SANTA CASA DE LUCELIA,-21.728063,,-51.010144200000006,,,ROOFTOP,,Centro,17780-000,,,Rua Manoel Lopes,410,
São Paulo,Limeira,,,,2081458.0,Brazil,,,SANTA CASA DE LIMEIRA,-22.5793093,,-47.400374600000006,,,ROOFTOP,,Vila Claudia,13480-470,,,Avenida Antonio Ometto,675,
São Paulo,Jaci,,,,2081466.0,Brazil,,,HOSPITAL NOSSA SENHORA DA DIVINA PROVIDENCIA,-20.8828436,,-49.5677864,,,ROOFTOP,,Centro,15155-000,,,Rua Maria Joana do Amaral Mendonça,950,
São Paulo,Sorocaba,,,,2081474.0,Brazil,,,HOSPITAL MENTAL SOROCABA,-23.5042508,,-47.462758,,,ROOFTOP,,Centro,18035-190,,,Rua Sarutaia,171,
São Paulo,Campinas,,,,2081482.0,Brazil,,,BOLDRINI CAMPINAS,-22.8084095,,-47.064460499999996,,,ROOFTOP,,Cidade Universitária,13083-210,,,Rua Doutor Gabriel Porto,1270,
São Paulo,Campinas,,,,2081490.0,Brazil,,,HOSPITAL MUNICIPAL DR MARIO GATTI CAMPINAS,-22.9161093,,-47.0685528,,,ROOFTOP,,Parque Italia,13036-902,,,Avenida Prefeito Faria Lima,340,
São Paulo,Guaratinguetá,,,,2081512.0,Brazil,,,SANTA CASA DE MISERICORDIA DE GUARATINGUETA,-22.8215027,,-45.191606400000005,,,ROOFTOP,,Centro,12501-090,,,Rua Rangel Pestana,194,
São Paulo,Guaraçaí,,,,2081520.0,Brazil,,,HOSPITAL E MATERNIDADE DE GUARACAI,-21.0340181,,-51.2061979,,,ROOFTOP,,,16980-000,,,Rua Benedito Ben Hur Louzada,1210,
São Paulo,Salto de Pirapora,,,,2081547.0,Brazil,,,HOSPITAL PSIQUIATRICO SANTA CRUZ SALTO DE PIRAPORA,-23.597722,,-47.53734240000001,,,ROOFTOP,,,18160-000,,,"Rodoviária João Leme Santos, Km 113",S/n,
São Paulo,Itararé,,,,2081555.0,Brazil,,,SANTA CASA DE MISERICORDIA DE ITARARE,-24.116272600000002,,-49.34562890000001,,,ROOFTOP,,CENTRO,18460-000,,,Rua São Pedro,30,
São Paulo,Espírito Santo do Pinhal,,,,2081563.0,Brazil,,,CLINICA DE REPOUSO SANTA ROSA ESPIRITO SANTO DO PINHAL,-22.1957949,,-46.7628158,,,ROOFTOP,,Jardim Pedro Corsi,13990-000,,,Rua José Antônio Fernandes,290,
São Paulo,Riolândia,,,,2081571.0,Brazil,,,SANTA CASA DE RIOLANDIA,-19.981917000000003,,-49.677584700000004,,,GEOMETRIC_CENTER,,,15495-000,,,,,
São Paulo,Guaratinguetá,,,,2081644.0,Brazil,,,HOSPITAL FREI GALVAO,-22.8151522,,-45.1846118,,,ROOFTOP,,Vila Santa Rita,12502-380,,,Rua Domingos Leme,77,
São Paulo,General Salgado,,,,2081652.0,Brazil,,,SANTA CASA DE GENERAL SALGADO,-20.6477039,,-50.3583426,,,ROOFTOP,,Jardim Prima,15300-000,,,Rua Nadir García,555,
São Paulo,Ipaussu,,,,2081660.0,Brazil,,,SANTA CASA DE IPAUCU,-23.052204,,-49.62409,,,ROOFTOP,,Centro,18950-000,,,Rua Rui Barbosa,451,
São Paulo,Sorocaba,,,,2081695.0,Brazil,,,CONJUNTO HOSPITALAR SOROCABA,-23.509357100000003,,-47.4581972,,,ROOFTOP,,LAGEADO,18030-005,,,Avenida Comendador Pereira Inácio,564,
São Paulo,Descalvado,,,,2081717.0,Brazil,,,SANTA CASA DESCALVADO,-21.9069916,,-47.61621350000001,,,ROOFTOP,,Centro,13690-000,,,Pc Dr Otávio Gabrielli,827,
São Paulo,Lins,,,,2081725.0,Brazil,,,CAIS CLEMENTE FERREIRA DE LINS,-21.6366247,,-49.7737651,,,ROOFTOP,,Zona Rural,16430-000,,,Estrada lins guaiçara Km 4,s/n,
São Paulo,Auriflama,,,,2081768.0,Brazil,,,SANTA CASA DE AURIFLAMA,-20.685322199999998,,-50.5548791,,,ROOFTOP,,Centro,15350-000,,,R. Alfredo Dainese,59,
São Paulo,Brotas,,,,2081784.0,Brazil,,,HOSPITAL SANTA THEREZINHA BROTAS,-22.2863545,,-48.12215279999999,,,ROOFTOP,,Centro,17380-000,,,Avenida Rui Barbosa,703,
São Paulo,Macaubal,,,,2081792.0,Brazil,,,SANTA CASA DE MACAUBAL,-20.8078978,,-49.9632893,,,ROOFTOP,,Centro,15270-000,,,Rua Sete de Setembro,1203,
São Paulo,Alto Alegre,,,,2081806.0,Brazil,,,HOSPITAL PADRE JOAO W BRAEM,-21.581084,,-50.1637968,,,ROOFTOP,,CENTRO,16310-000,,,Avenida Doutor Acir Alves Leite,185,
São Paulo,Guararapes,,,,2081814.0,Brazil,,,SANTA CASA DE GUARARAPES,-21.251167000000002,,-50.649292700000004,,,ROOFTOP,,CENTRO,16700-000,,,Avenida Marechal Floriano,1602,
São Paulo,Iguape,,,,2081857.0,Brazil,,,UNIDADE MISTA DE IGUAPE,-24.7115956,,-47.5596655,,,GEOMETRIC_CENTER,,,11920-000,,,Rua dos Estudantes,,
São Paulo,Rancharia,,,,2081873.0,Brazil,,,HOSPITAL E MATERNIDADE DE RANCHARIA,-22.2334141,,-50.896254799999994,,,ROOFTOP,,Vila Regina,19600-000,,,Rua Mario César de Camargo,1559,
São Paulo,Vargem Grande do Sul,,,,2081903.0,Brazil,,,HOSPITAL DE CARIDADE DE VARGEM GRANDE DO SUL,-21.838171799999998,,-46.8991112,,,ROOFTOP,,Centro,13880-000,,,Praça Nossa Senhora Aparecida,61,
São Paulo,Campinas,,,,2081946.0,Brazil,,,CASA DE SAUDE CAMPINAS,-22.9082074,,-47.0548239,,,ROOFTOP,,Centro,13015-240,,,Praça Doutor Tófoli,28,
São Paulo,São Paulo,,,,2081970.0,Brazil,,,HOSP MUN DR ARTHUR RIBEIRO DE SABOYA,-23.6533687,,-46.6456814,,,ROOFTOP,,Jabaquara,04330-020,,,Avenida Francisco de Paula Quintanilha Ribeiro,860,
São Paulo,Borborema,,,,2081989.0,Brazil,,,HOSPITAL SAO SEBASTIAO DE BORBOREMA,-21.6163889,,-49.06883130000001,,,ROOFTOP,,Jardim Primavera,14955-000,,,Rua Pedro José Passos,400,
São Paulo,Cardoso,,,,2082071.0,Brazil,,,SANTA CASA DE CARDOSO,-20.080498199999997,,-49.9187842,,,ROOFTOP,,,15570-000,,,Rua Emílio Fernandes Bilar,1650,
São Paulo,Apiaí,,,,2082098.0,Brazil,,,HOSPITAL DR ADHEMAR DE BARROS APIAI,-24.5153468,,-48.842886799999995,,,ROOFTOP,,Centro,18320-000,,,Rua Primeiro de Maio,336,
São Paulo,Campinas,,,,2082128.0,Brazil,,,HOSPITAL E MATERNIDADE CELSO PIERRO,-22.9206194,,-47.1200381,,,ROOFTOP,,Jardim Londres,13034-685,,,Avenida John Boyd Dunlop,S/N,
São Paulo,Birigui,,,,2082160.0,Brazil,,,HOSPITAL FELICIO LUCHINI BIRIGUI,-21.2849621,,-50.3352572,,,GEOMETRIC_CENTER,,Vila Silvares,16201-006,,,Rua Braz Sanches Arriaga,,
São Paulo,Americana,,,,2082179.0,Brazil,,,HOSPITAL SAO FRANCISCO DE AMERICANA,-22.7466938,,-47.329475099999996,,,ROOFTOP,,Vila Galo,13466-319,,,Praça Francisco Matarazzo,60,
São Paulo,Amparo,,,,2082195.0,Brazil,,,BENEFICENCIA PORTUGUESA DE AMPARO,-22.7068503,,-46.7708006,,,ROOFTOP,,Centro,13900-400,,,Avenida Bernardino de Campos,207,
São Paulo,Barueri,,,,2082209.0,Brazil,,,PS E MATERNIDADE NAIR FONSECA LEITAO ARANTES,-23.511096300000002,,-46.8722104,,,ROOFTOP,,Centro,06401-120,,,Rua Professor João da Mata e Luz,262,
São Paulo,São Paulo,,,,2082225.0,Brazil,,,HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO,-23.444169100000003,,-46.7179616,,,ROOFTOP,,Parada De Taipas,02810-000,,,Avenida Elísio Teixeira Leite,6999,
São Paulo,Amparo,,,,2082233.0,Brazil,,,SANATORIO ISMAEL,-22.6978129,,-46.7698815,,,ROOFTOP,,São Judas,13901-290,,,Rua Santo Bruschini,152,
São Paulo,Guarulhos,,,,2082276.0,Brazil,,,CASAS ANDRE LUIZ GUARULHOS,-23.4376158,,-46.5449446,,,ROOFTOP,,Picanço,07082-050,,,Avenida André Luiz,723,
São Paulo,São Sebastião da Grama,,,,2082284.0,Brazil,,,SANTA CASA DE GRAMA,-21.708828600000004,,-46.8250153,,,ROOFTOP,,Centro,13790-000,,,Rua Nove de Julho,286,
São Paulo,São Bernardo do Campo,,,,2082292.0,Brazil,,,HOSPITAL LACAN,-23.7111461,,-46.5680491,,,ROOFTOP,,Planalto,09810-000,,,Avenida José Odorizzi,620,
São Paulo,Casa Branca,,,,2082306.0,Brazil,,,SANTA CASA DE CASA BRANCA,-21.776125,,-47.08551600000001,,,ROOFTOP,,Centro,13700-000,,,Praça Doutor Carvalho,204,
São Paulo,Porto Ferreira,,,,2082322.0,Brazil,,,HOSPITAL DONA BALBINA,-21.8546954,,-47.4815464,,,ROOFTOP,,Centro,13660-000,,,Rua Doutor Carlindo Valeriani,337,
São Paulo,Mauá,,,,2082349.0,Brazil,,,HOSPITAL DE CLINICAS DR RADAMES NARDINI,-23.672415100000002,,-46.450464200000006,,,ROOFTOP,,Vila Bocaina,09310-640,,,Rua Regente Feijó,166,
São Paulo,Bebedouro,,,,2082381.0,Brazil,,,HOSPITAL MUNICIPAL DE BEBEDOURO JULIA PINTO CALDEIRA,-20.9346575,,-48.496557200000005,,,ROOFTOP,,Jardim Julia,14706-045,,,Avenida Raul Furquim,2010,
São Paulo,Poá,,,,2082411.0,Brazil,,,HOSPITAL MUNICIPAL DR GUIDO GUIDA,-23.5153544,,-46.3472162,,,ROOFTOP,,Jardim Medina,08556-230,,,Rua Barão de Juparanã,43,
São Paulo,Chavantes,,,,2082438.0,Brazil,,,SANTA CASA DE CHAVANTES,-23.0355262,,-49.71124879999999,,,ROOFTOP,,Centro,18970-000,,,Rua Maria Ferreira,22,
São Paulo,Adamantina,,,,2082446.0,Brazil,,,CLINICA NOSSO LAR ADAMANTINA,-21.6787969,,-51.0625684,,,ROOFTOP,,Vila Jardim,17800-000,,,Rua Hermenegildo Lopes Pedroso,500,
